,PCA1,PCA2,PCA3,PCA4,PCA5,PCA6,PCA7,PCA8,PCA9,PCA10,PCA11
0,-7.877109962776892,2.8234213866676745,-1.0424166721547439,4.015803751605838,0.4283172931501655,-0.8897150533209737,-1.2241727719777242,-0.7352851215282162,0.2700977859537236,0.7200014360502246,1.0404773981911524
1,-8.49626925528325,5.384156250510466,1.508943922691993,3.38613540148314,1.267629656605536,-0.27206189450914225,-1.649925418517056,0.05940516339866949,0.8640466819969382,0.5059576669425234,1.2704087886471842
2,-10.190505433031717,7.1259036390151245,0.8545993652986887,3.936767109650139,0.8136985695762039,3.2109922816373544,0.7908487459057284,0.9297481132332712,2.7521218687482505,0.8376024391530039,-2.1034398663686193
3,-11.097790056491707,6.040883827244868,0.49158981707144345,5.3643094205641075,0.4649066942300323,0.7093067595936033,1.0873484316495539,0.4385079626828622,1.9923512842361604,0.9081962535963783,-2.1554348143737183
4,-10.044649865407807,3.6750737358351655,1.2290485093622037,6.202445127412073,0.10010818324431785,-0.15229960438665208,-2.2011635477468094,0.9062013020804104,0.27456903388834486,1.7953253117018726,-0.5174550883456099
5,-9.718850422493315,4.057147062264257,0.8328831199215131,6.25451634678062,-0.6968378121668087,0.4475023596127624,-0.5897104296902316,1.3517628598737992,-0.5393489170149193,1.4404986207391441,-0.6647300026655493
6,-10.38569270314597,3.180014253748242,-0.8230414494943326,6.054838361531293,-0.4526595591999937,-0.8687236371875985,-0.5415765914608912,2.046971914002578,0.371999178542497,0.7164848780838864,-1.0887189818659275
7,-10.143321526678866,-0.07087401950694044,0.8906610487635185,2.455167840963616,3.6007545077033645,-4.0294847055951335,1.0306179421331232,0.07657403123197201,0.11029605970210578,2.5335957151068538,-1.8912543911413318
8,-9.88432833917808,1.9092279536149623,3.477572425871075,1.1937937033777002,1.3591743020360452,-2.026998897651986,-0.5917669858798559,0.44631845947908727,-0.8659943042092557,1.8425086323917939,0.4194946128534096
9,-12.300663491066164,3.3096417847234654,3.0005851009131703,4.484077157938343,0.3037587326407104,3.004932578268503,1.829643734122522,1.728278459589616,-1.4292552688643203,6.538331921710743,-1.4380879590509428
10,-11.504287622746006,3.644643788010778,-0.5154324327525397,5.010838347136791,0.5663270547634562,2.5969738924327532,0.5943137511905956,0.9251261946978834,-0.2776648346229251,5.265028547006269,-1.2412191488408368
11,-10.772605364885722,1.2780618484824147,-0.98884965388606,5.045989436369428,1.7594303104927778,0.7028336722989011,0.6552015785515234,2.2080915056021135,-1.5149733230934228,8.328100144680176,-2.1415992143866776
12,-9.392203468594566,-3.7670268869250703,-0.5770595696699298,2.9053156298836647,4.253486578570998,-2.9751127692247445,-1.5410031500484502,-0.6289297404918082,-0.9355186775672364,3.2029604808032066,-1.4573333074968458
13,-8.27533715778792,-0.4233380319526388,2.091050229636615,1.2416757155870142,2.941444402816059,-1.581556468965967,-0.6039371791032165,-2.39168584840869,-0.6844024109071761,2.4411121214416274,1.6346089044064391
14,-9.18932121999669,2.2807256156069027,-1.6287142957636975,2.0571900160032768,1.5250850284864719,0.8676131490361226,-0.6498453584468095,0.17402830026644486,0.7870460943396064,1.8924965804533236,0.7575878904965839
15,-9.178466936782513,-0.6427116975356578,-4.666681516401309,-0.2045477336019823,1.6194239434865862,-0.5778885632526432,0.9384810717622087,0.1980317180959082,-0.14653491165880825,1.0185894051735915,3.0582920767800283
16,-9.666456771236382,-1.9793163615279505,0.10218221488755345,-1.013548916161409,0.9210634231167174,-1.8237097132137352,-1.3339021599991323,-3.0790405048340808,0.9593963546159789,1.079026919566903,-0.37221218640269405
17,-10.704806700615897,3.1442364857618843,1.9857653897966208,-0.6199146113482641,-1.6535827495984112,0.8041829593411909,0.4163889374756401,-1.5064665314195274,-1.0970116120435631,0.6359849978860503,1.4299168220282816
18,-11.571898980579721,3.4382157848323107,-0.11103343338409129,-2.8204144639596898,-1.9152572680798803,0.7196918428476831,-0.5490881859260265,0.9863199723564531,-0.670321025529063,0.40901036327643026,1.2616321834642727
19,-10.41990841224838,5.966875217556953,2.4210350379987613,-2.882808087152032,-1.4942258005767588,-0.8720797971989301,0.5366578505028268,-1.025404820490062,-0.7523482150756416,-0.09113541456503146,0.5028372822670367
20,-11.634799828569447,5.773367200245757,2.3267636763813324,-0.8809751299617848,-1.4499306691308553,0.251744982335724,1.401767443635993,-0.10349347417728759,-0.031723206027580074,-0.08521509147278324,2.197793752227517
21,-13.221756903017244,0.6547358577078322,-0.31632582852155944,-2.7682396018669877,-0.14406852401153775,0.7878050845559348,0.3174723526648953,0.3078486024180699,-0.4823013715365285,0.13770842183457782,0.9734464873809703
22,-12.85809997834041,-1.4478116368603429,3.2772329784744474,-3.5801726240932097,0.3158277054040723,4.010625295881104,4.877490033803471,0.9801692733196183,-1.5628003063516327,3.014679183365075,-1.5687663400013458
23,-12.335192355138146,1.6574353175292118,1.9459047313374256,-0.9578142721836146,-0.33030618128508354,4.086367948308038,3.058815317456916,0.07645426357588207,-1.6976372605885244,0.5941776925753848,0.47018927436999713
24,-12.218440505226747,2.2339255591821603,0.2034257002199188,0.3166095780496098,1.6448744531645514,3.2208713420669732,3.341966646997496,0.8351365030397011,-0.9758502773422447,0.2232495963573471,-1.2060061778862368
25,-11.497455669926481,-1.3986848865284254,-1.0154897542123509,0.6107923741411845,2.0175984484179756,0.5726129923668981,0.7041596330286968,2.1949639034401893,-1.1623353598511224,1.901306584826197,-0.4915844542084902
26,-11.144354892302285,-5.432236919480372,-0.6466697152276947,-2.7323004696278153,3.8476045671494314,-0.5207306434425121,1.5622506445079523,-0.5156687917865043,-0.007302831191366235,0.4909258866556329,-0.5401810318892506
27,-10.660437497025216,-3.4337150980127094,2.587026521433349,-2.4340297291711512,3.769646027632875,-1.591612743643645,3.7742194527066966,-2.0564324547258828,-0.08270195810268227,0.8605663541420449,-0.9562489580068995
